appt_date,geog_name,geog_code,time_between_booking_and_appt,geog_ons_code,weekday,breakdown,appt_mode,appt_count,hcp_type,appt_status,geog_type
2022-06-19,ALL,ALL,ALL,ALL,Sun,by_appt_mode_by_date,Home Visit,2,ALL,ALL,ALL
2022-06-26,ALL,ALL,ALL,ALL,Sun,by_appt_mode_by_date,Home Visit,2,ALL,ALL,ALL
2022-06-25,ALL,ALL,ALL,ALL,Sat,by_appt_mode_by_date,Home Visit,2,ALL,ALL,ALL
2022-06-12,ALL,ALL,ALL,ALL,Sun,by_appt_mode_by_date,Home Visit,2,ALL,ALL,ALL
2022-06-12,ALL,ALL,ALL,ALL,Sun,by_appt_mode_by_date,Video/Online,1,ALL,ALL,ALL
ALL,England,ENG,ALL,ENG,ALL,national_count_by_appt_status,ALL,1462018,ALL,Attended,National
ALL,England,ENG,ALL,ENG,ALL,national_count_by_appt_status,ALL,5052972,ALL,Unknown,National
ALL,England,ENG,ALL,ENG,ALL,national_count_by_appt_status,ALL,66031,ALL,DNA,National
ALL,England,ENG,ALL,ENG,ALL,national_count_by_hcp_type,ALL,141768,Unknown,ALL,National
ALL,England,ENG,ALL,ENG,ALL,national_count_by_hcp_type,ALL,2465790,GP,ALL,National
ALL,England,ENG,ALL,ENG,ALL,national_count_by_hcp_type,ALL,3973463,Other Practice Staff,ALL,National
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_appt_mode,Telephone,34708,ALL,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_appt_mode,Video/Online,150,ALL,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_appt_mode,Face-to-Face,90256,ALL,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_appt_mode,Face-to-Face,97737,ALL,ALL,STP
ALL,"Bristol, North Somerset and South Gloucestershire",QUY,ALL,E54000039,ALL,by_stp_and_appt_mode,Face-to-Face,76724,ALL,ALL,STP
ALL,Somerset,QSL,ALL,E54000038,ALL,by_stp_and_appt_mode,Unknown,14024,ALL,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_appt_mode,Face-to-Face,112636,ALL,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_appt_mode,Home Visit,1209,ALL,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_appt_mode,Home Visit,495,ALL,ALL,STP
ALL,Surrey Heartlands Health and Care Partnership,QXU,ALL,E54000052,ALL,by_stp_and_appt_mode,Face-to-Face,79278,ALL,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_appt_mode,Face-to-Face,189185,ALL,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_appt_mode,Home Visit,564,ALL,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_appt_mode,Video/Online,1584,ALL,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_appt_mode,Unknown,4624,ALL,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_appt_mode,Unknown,6227,ALL,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_appt_mode,Home Visit,434,ALL,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_appt_mode,Home Visit,3632,ALL,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_appt_mode,Face-to-Face,90988,ALL,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_appt_mode,Video/Online,3171,ALL,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_appt_mode,Home Visit,859,ALL,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_appt_mode,Video/Online,807,ALL,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_appt_mode,Home Visit,503,ALL,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_appt_mode,Unknown,4539,ALL,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_appt_mode,Face-to-Face,153693,ALL,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_appt_mode,Face-to-Face,163113,ALL,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_appt_mode,Home Visit,241,ALL,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_appt_mode,Telephone,25440,ALL,ALL,STP
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_appt_mode,Home Visit,264,ALL,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_appt_mode,Home Visit,447,ALL,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_appt_mode,Unknown,3932,ALL,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_appt_mode,Telephone,20643,ALL,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_appt_mode,Face-to-Face,295513,ALL,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_appt_mode,Video/Online,3196,ALL,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_appt_mode,Face-to-Face,60440,ALL,ALL,STP
ALL,Somerset,QSL,ALL,E54000038,ALL,by_stp_and_appt_mode,Face-to-Face,47410,ALL,ALL,STP
ALL,Healthier Lancashire and South Cumbria,QE1,ALL,E54000048,ALL,by_stp_and_appt_mode,Telephone,42431,ALL,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_appt_mode,Unknown,3922,ALL,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_appt_mode,Unknown,5961,ALL,ALL,STP
ALL,Herefordshire and Worcestershire,QGH,ALL,E54000019,ALL,by_stp_and_appt_mode,Face-to-Face,76507,ALL,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_appt_mode,Unknown,3121,ALL,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_appt_mode,Unknown,9024,ALL,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_appt_mode,Video/Online,1543,ALL,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_appt_mode,Telephone,27344,ALL,ALL,STP
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_appt_mode,Unknown,4791,ALL,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_appt_mode,Face-to-Face,184479,ALL,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_appt_mode,Face-to-Face,117767,ALL,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_appt_mode,Face-to-Face,183614,ALL,ALL,STP
ALL,Healthier Lancashire and South Cumbria,QE1,ALL,E54000048,ALL,by_stp_and_appt_mode,Home Visit,1217,ALL,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_appt_mode,Home Visit,757,ALL,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_appt_mode,Telephone,44081,ALL,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_appt_mode,Telephone,36517,ALL,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_appt_mode,Face-to-Face,136414,ALL,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_appt_mode,Video/Online,2054,ALL,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_appt_mode,Telephone,40503,ALL,ALL,STP
ALL,North London Partners in Health and Care,QMJ,ALL,E54000028,ALL,by_stp_and_appt_mode,Face-to-Face,33180,ALL,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_appt_mode,Home Visit,613,ALL,ALL,STP
ALL,North London Partners in Health and Care,QMJ,ALL,E54000028,ALL,by_stp_and_appt_mode,Telephone,13978,ALL,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_appt_mode,Telephone,31439,ALL,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_appt_mode,Telephone,21156,ALL,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_appt_mode,Home Visit,688,ALL,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_appt_mode,Telephone,48329,ALL,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_appt_mode,Home Visit,2372,ALL,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_appt_mode,Telephone,22577,ALL,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_appt_mode,Video/Online,1064,ALL,ALL,STP
ALL,Shropshire and Telford and Wrekin,QOC,ALL,E54000011,ALL,by_stp_and_appt_mode,Telephone,8879,ALL,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_appt_mode,Telephone,44409,ALL,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_appt_mode,Face-to-Face,331980,ALL,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_appt_mode,Telephone,31132,ALL,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_appt_mode,Unknown,4677,ALL,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_appt_mode,Video/Online,2763,ALL,ALL,STP
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_appt_mode,Video/Online,44,ALL,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_appt_mode,Unknown,3490,ALL,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_appt_mode,Video/Online,2260,ALL,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_appt_mode,Face-to-Face,109930,ALL,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_appt_mode,Video/Online,1663,ALL,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_appt_mode,Video/Online,1556,ALL,ALL,STP
ALL,Herefordshire and Worcestershire,QGH,ALL,E54000019,ALL,by_stp_and_appt_mode,Telephone,23859,ALL,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_appt_mode,Unknown,4344,ALL,ALL,STP
ALL,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,ALL,E54000036,ALL,by_stp_and_appt_mode,Unknown,1014,ALL,ALL,STP
ALL,Kent and Medway,QKS,ALL,E54000032,ALL,by_stp_and_appt_mode,Home Visit,825,ALL,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_appt_mode,Telephone,16503,ALL,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_appt_mode,Unknown,5580,ALL,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_appt_mode,Home Visit,949,ALL,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_appt_mode,Home Visit,182,ALL,ALL,STP
ALL,Kent and Medway,QKS,ALL,E54000032,ALL,by_stp_and_appt_mode,Telephone,45816,ALL,ALL,STP
ALL,Herefordshire and Worcestershire,QGH,ALL,E54000019,ALL,by_stp_and_appt_mode,Home Visit,664,ALL,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_appt_mode,Telephone,56422,ALL,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_appt_mode,Face-to-Face,81402,ALL,ALL,STP
ALL,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,ALL,E54000036,ALL,by_stp_and_appt_mode,Face-to-Face,73577,ALL,ALL,STP
ALL,Kent and Medway,QKS,ALL,E54000032,ALL,by_stp_and_appt_mode,Video/Online,126,ALL,ALL,STP
ALL,Shropshire and Telford and Wrekin,QOC,ALL,E54000011,ALL,by_stp_and_appt_mode,Home Visit,232,ALL,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_appt_mode,Face-to-Face,125206,ALL,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_appt_mode,Face-to-Face,99495,ALL,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_appt_mode,Video/Online,179,ALL,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_appt_mode,Face-to-Face,57889,ALL,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_appt_mode,Telephone,44850,ALL,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_appt_mode,Home Visit,270,ALL,ALL,STP
ALL,Frimley Health and Care ICS,QNQ,ALL,E54000034,ALL,by_stp_and_appt_mode,Home Visit,164,ALL,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_appt_mode,Video/Online,832,ALL,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_appt_mode,Telephone,51129,ALL,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_appt_mode,Video/Online,260,ALL,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_appt_mode,Video/Online,746,ALL,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_appt_mode,Unknown,4576,ALL,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_appt_mode,Home Visit,380,ALL,ALL,STP
ALL,Frimley Health and Care ICS,QNQ,ALL,E54000034,ALL,by_stp_and_appt_mode,Face-to-Face,38972,ALL,ALL,STP
ALL,Coventry and Warwickshire,QWU,ALL,E54000018,ALL,by_stp_and_appt_mode,Telephone,12639,ALL,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_appt_mode,Unknown,5048,ALL,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_appt_mode,Telephone,21397,ALL,ALL,STP
ALL,Shropshire and Telford and Wrekin,QOC,ALL,E54000011,ALL,by_stp_and_appt_mode,Face-to-Face,34393,ALL,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_appt_mode,Face-to-Face,136854,ALL,ALL,STP
ALL,South West London Health and Care Partnership,QWE,ALL,E54000031,ALL,by_stp_and_appt_mode,Home Visit,353,ALL,ALL,STP
ALL,Somerset,QSL,ALL,E54000038,ALL,by_stp_and_appt_mode,Telephone,16090,ALL,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_appt_mode,Telephone,57943,ALL,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_appt_mode,Face-to-Face,125518,ALL,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_appt_mode,Home Visit,833,ALL,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_appt_mode,Video/Online,467,ALL,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_appt_mode,Home Visit,57,ALL,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_appt_mode,Unknown,9383,ALL,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_appt_mode,Telephone,32349,ALL,ALL,STP
ALL,Healthier Lancashire and South Cumbria,QE1,ALL,E54000048,ALL,by_stp_and_appt_mode,Face-to-Face,139899,ALL,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_appt_mode,Unknown,2407,ALL,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_appt_mode,Unknown,9060,ALL,ALL,STP
ALL,"Bristol, North Somerset and South Gloucestershire",QUY,ALL,E54000039,ALL,by_stp_and_appt_mode,Telephone,29038,ALL,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_appt_mode,Telephone,28678,ALL,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_appt_mode,Video/Online,2274,ALL,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_appt_mode,Home Visit,647,ALL,ALL,STP
ALL,"Bristol, North Somerset and South Gloucestershire",QUY,ALL,E54000039,ALL,by_stp_and_appt_mode,Home Visit,644,ALL,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_appt_mode,Unknown,6131,ALL,ALL,STP
ALL,Somerset,QSL,ALL,E54000038,ALL,by_stp_and_appt_mode,Home Visit,385,ALL,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_appt_mode,Face-to-Face,162205,ALL,ALL,STP
ALL,Surrey Heartlands Health and Care Partnership,QXU,ALL,E54000052,ALL,by_stp_and_appt_mode,Telephone,22311,ALL,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_appt_mode,Unknown,3353,ALL,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_appt_mode,Telephone,78853,ALL,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_appt_mode,Unknown,778,ALL,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_appt_mode,Telephone,33190,ALL,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_appt_mode,Video/Online,5502,ALL,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_appt_mode,Face-to-Face,188011,ALL,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_appt_mode,Face-to-Face,66254,ALL,ALL,STP
ALL,South West London Health and Care Partnership,QWE,ALL,E54000031,ALL,by_stp_and_appt_mode,Face-to-Face,76823,ALL,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_appt_mode,Video/Online,2377,ALL,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_appt_mode,Unknown,4157,ALL,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_appt_mode,Telephone,27598,ALL,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_appt_mode,Unknown,2586,ALL,ALL,STP
ALL,Surrey Heartlands Health and Care Partnership,QXU,ALL,E54000052,ALL,by_stp_and_appt_mode,Home Visit,430,ALL,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_appt_mode,Home Visit,273,ALL,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_appt_mode,Face-to-Face,111810,ALL,ALL,STP
ALL,Surrey Heartlands Health and Care Partnership,QXU,ALL,E54000052,ALL,by_stp_and_appt_mode,Unknown,255,ALL,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_appt_mode,Face-to-Face,151973,ALL,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_appt_mode,Home Visit,1632,ALL,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_appt_mode,Home Visit,263,ALL,ALL,STP
ALL,South West London Health and Care Partnership,QWE,ALL,E54000031,ALL,by_stp_and_appt_mode,Telephone,29051,ALL,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_appt_mode,Video/Online,275,ALL,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_appt_mode,Home Visit,987,ALL,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_appt_mode,Home Visit,107,ALL,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_appt_mode,Unknown,119,ALL,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_appt_mode,Telephone,25112,ALL,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_appt_mode,Unknown,3162,ALL,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_appt_mode,Face-to-Face,92048,ALL,ALL,STP
ALL,Coventry and Warwickshire,QWU,ALL,E54000018,ALL,by_stp_and_appt_mode,Home Visit,475,ALL,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_appt_mode,Face-to-Face,90918,ALL,ALL,STP
ALL,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,ALL,E54000036,ALL,by_stp_and_appt_mode,Home Visit,277,ALL,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_appt_mode,Telephone,23319,ALL,ALL,STP
ALL,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,ALL,E54000036,ALL,by_stp_and_appt_mode,Telephone,21082,ALL,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_appt_mode,Face-to-Face,144412,ALL,ALL,STP
ALL,North London Partners in Health and Care,QMJ,ALL,E54000028,ALL,by_stp_and_appt_mode,Home Visit,59,ALL,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_appt_mode,Home Visit,560,ALL,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_appt_mode,Telephone,62726,ALL,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_appt_mode,Telephone,29938,ALL,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_appt_mode,Telephone,33273,ALL,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_appt_mode,Unknown,599,ALL,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_appt_mode,Telephone,78523,ALL,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_appt_mode,Unknown,5370,ALL,ALL,STP
ALL,Coventry and Warwickshire,QWU,ALL,E54000018,ALL,by_stp_and_appt_mode,Face-to-Face,41006,ALL,ALL,STP
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_appt_mode,Face-to-Face,105813,ALL,ALL,STP
ALL,Frimley Health and Care ICS,QNQ,ALL,E54000034,ALL,by_stp_and_appt_mode,Telephone,16851,ALL,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_appt_mode,Video/Online,3682,ALL,ALL,STP
ALL,Kent and Medway,QKS,ALL,E54000032,ALL,by_stp_and_appt_mode,Face-to-Face,155921,ALL,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_appt_mode,Video/Online,1179,ALL,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_appt_mode,Home Visit,723,ALL,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_appt_mode,Unknown,6804,ALL,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_appt_mode,Unknown,6662,ALL,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_appt_mode,Video/Online,43,ALL,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_appt_mode,Home Visit,189,ALL,ALL,STP
ALL,Frimley Health and Care ICS,QNQ,ALL,E54000034,ALL,by_stp_and_appt_mode,Unknown,726,ALL,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_appt_mode,Video/Online,152,ALL,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_appt_mode,Video/Online,783,ALL,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_appt_mode,Unknown,4643,ALL,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_appt_mode,Video/Online,903,ALL,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_appt_mode,Home Visit,380,ALL,ALL,STP
ALL,South West London Health and Care Partnership,QWE,ALL,E54000031,ALL,by_stp_and_appt_mode,Unknown,4541,ALL,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_appt_mode,Video/Online,544,ALL,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_appt_mode,Video/Online,92,ALL,ALL,STP
ALL,"Bristol, North Somerset and South Gloucestershire",QUY,ALL,E54000039,ALL,by_stp_and_appt_mode,Video/Online,16,ALL,ALL,STP
ALL,Healthier Lancashire and South Cumbria,QE1,ALL,E54000048,ALL,by_stp_and_appt_mode,Video/Online,28,ALL,ALL,STP
ALL,Coventry and Warwickshire,QWU,ALL,E54000018,ALL,by_stp_and_appt_mode,Video/Online,1,ALL,ALL,STP
